Chart of Accounts,Diagrama de comptes,
Cheque,Xec,
City / Town,Ciutat,
Clearance Date,Data de neteja,
Close,Tancar,
Closing (Cr),Tancant (Cr),
Closing (Dr),Tancant (Dr),
Color,Color,
Commission on Sales,Comisions de venda,
Common,Comuns,
Company Logo,Logotip de l'empresa,
Company Name,Nom de l'empresa,
Company Setup,Configuració de l'empresa,
Completed,Completat,
Contains,Conté,
Contra Entry,Entrades en contra,
Cost of Goods Sold,Cost dels béns venuts,
Country,País,
Create,Crear,
Credit,Crèdit,
Credit Card Entry,Entrada de targeta de crèdit,
Credit Note,Nota de crèdit,
Creditors,Creditors,
Currency,Divisa,
Currency Name,Nom de la divisa,
Current,Actual,
Current Assets,Actius actuals,
Current Liabilities,Obligacions actuals,
Custom Hex,Hexadecimal personalitzat,
Customer,Customer,
Customer Created,Client creat,
Customer Currency,Divisa del client,
Customers,Clients,
Customize your invoices by adding a logo and address details,Personalitza les teves factures afegint-hi un logotip i l'adreça,
Dashboard,Tauler,
Date,Data,
Date Format,Format de la data,
Debit,Dèbit,
Debit Note,Nota de dèbil,
Debtors,Deutors,
Default Account,Compte per defecte,
Delete,Eliminar,
Depreciation,Depreciació,
Depreciation Entry,Entrada de depreciació,
Description,Descripció,
Details,Detalls,
Direct Expenses,Despeses directes,
Direct Income,Ingressos directes,
Display Logo in Invoice,Mostra el logotip a la factura,
Display Precision,Precisió de la pantalla,
Display Precision should have a value between 0 and 9.,Precisión de la pantalla ha de tenir un valor entre 0 i 9.,
Dividends Paid,Divindends pagats,
Documentation,Documentació,
Does Not Contain,No conté,
Draft,Esborrany,
Duplicate,Duplicar,
Duties and Taxes,Deures i taxes,
Earnest Money,Paga i senyal,
Electronic Equipments,Equips electrònics,
Email,Correu electrònic,
Email Address,Correu electrònic,
Empty,Buit,
Entertainment Expenses,Despeses d'entreteniment,
Entry No,Número de l'entrada,
Entry Type,Tipus d'entrada,
Equity,Capital,
Error,Error,
Exchange Gain/Loss,Canvi de guanys/pèrdues,
Exchange Rate,Taxa d'intercanvi,
Excise Entry,Entrada d'impostos especials,
Expense,Despesa,
Expenses,Despeses,
Expenses Included In Valuation,Despeses incloses en el valor,
Export,Exportar,
Export Successful,Exportació correcta,
Fax,Fax,
Fieldname,Nom,
Filter,Filtre,
Fiscal Year End Date,Data de finalització de l'any fiscal,
Fiscal Year Start Date,Data d'inici de l'any fiscal,
Fixed Assets,Actius fixes,
Font,Font,
Fraction,Fracció,
Fraction Units,Unitats de fracció,
Freight and Forwarding Charges,Càrregues de transport i reenviaments,
From Account,Compte d'arribada,
From Date,Des de,
Full Name,Nom complet,
Furnitures and Fixtures,Mobiliari i reparacions,
GSTIN No.,GSTIN No.,
GSTR1,GSTR1,
GSTR2,GSTR2,
Gain/Loss on Asset Disposal,Guanys/pèrdues dels actius disposats,
General,General,
General Ledger,Llibre de comptabilidad general,
Get Started,Introducció,
Grand Total,Total,
Greater Than,Més gran que,
HSN/SAC,HSN/SAC,
Half Yearly,Mitja anual,
Hex Value,Valor hexadecimal,
Hide Get Started,Amaga l'introducció,
Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.,Amaga la secció d'introducció de la barra lateral. El canvi serà efectiu quan reiniciis o refresquis l'aplicació.,
Image,Imatge,
Import Data,Importar dades,
Import Type,Tipus d'importació,
Income,Ingressos,
Indirect Expenses,Despeses indirectes,
Indirect Income,Ingressos indirectes,
Inflow,Entrades,
Intergrated Tax,Taxes integrades,
Internal Precision,Precisió interna,
Investments,Inversions,
Invoice,Factura,
Invoice Created,Factura creada,
Invoice Date,Data de factura,
Invoice No,Factura No,
Invoice No.,Factura No.,
Invoice Value,Preu de la factura,
Invoices,Factures,
Is,És,
Is Empty,És buit,
Is Group,És un grup,
Is Not,No és,
Is Not Empty,No és buit,
Item,Elements,
Item Name,Nom de l'element,
Items,Elements,
Journal Entry,Entrada del diari,
Language,Idiom,
Legal Expenses,Despeses al llibre de comptabilitat,
Less Than,Menor que,
Loading...,Loading...,
Loans (Liabilities),Préstecs (Càrregues),
Loans and Advances (Assets),Préstecs i avançaments (Actius),
Locale,Local,
Logo,Logotip,
Marketing Expenses,Despeses de màrqueting,
Miscellaneous Expenses,Despeses diverses,
Monthly,Mensual,
Name,Nom,
Net Total,Net Total,
New Account,Compte nou,
No,No,
No expenses in this period,No hi ha despeses en aquest periode,
No filters selected,No s'han seleccionat filtres,
No transactions yet,Encara no hi ha transaccions,
None,Cap,
Notes,Notes,
Number Series,Sèries numèriques,
Office Equipments,Equipament d'officina,
Office Maintenance Expenses,Manteniment de material d'oficina,
Office Rent,Lloguer d'oficina,
Onboarding Complete,Incorporació completa,
Open Folder,Obrir carpeta,
Opening (Cr),Obrint (Cr),
Opening (Dr),Obrint (Dr),
Opening Balance Equity,Equitat de saldo d'obertura,
Opening Balances,Saldo d'obertura,
Opening Entry,Obertura d'entrada,
Organisation,Organització,
Outflow,Despeses,
Outstanding Amount,Import excepcional,
Pad Zeros,Convertir números en text,
Paid,Pagat,
Parent,Principal,
Parent Account,Compte principal,
Party,Grup,
Pay,Pagar,
Payment,Pagament,
Payment For,Pagament per,
Payment Method,Mètode de pagament,
Payment No,Pagament Número,
Payment Reference,Referència de pagament,
Payment Type,Tipus de pagament,
Payment amount cannot be {0}.,La quantitat a pagar no pot ser {0}.,
Payment amount cannot be less than zero.,La quantitat a pagar no pot ser zero.,
Payment amount cannot exceed {0}.,La quantitat a pagar no pot ser superior a {0}.,
Payment amount: {0} should be greater than 0.,Quantitat a pagar: {0} ha de ser superior a 0.,
Payment amount: {0} should be less than Outstanding amount: {1}.,Quantitat a pagar: {0} ha de ser menor que l'import exepcional: {1}.,
Payments,Pagaments,
Payroll Payable,Nòmina pagable,
Periodicity,Periodicitat,
Phone,Telèfon,
Place,Lloc,
Place of supply,Lloc de subministrament,
Plants and Machineries,Plantes i màquines,
Postal Code,Codi postal,
Postal Expenses,Expenses d'enviament,
Posting Date,Data d'enviament,
Prefix,Prefix,
Print,Imprimir,
Print Settings,Ajustaments d'impressió,
Print and Stationery,Print and Stationery,
Profit And Loss,Guanys i pèrdues,
Profit and Loss,Guanys i pèrdues,
Purchase,Compres,
Purchase Items,Comprar artícles,
Purchases,Compres,
Quantity,Quantitats,
Quarterly,Trimestral,
Rate,Tarifa,
Rate ({0}) cannot be less zero.,La tarifa ({0}) no pot ser inferior a zero.,
Rate can't be negative.,La tarifa no pot ser negativa.,
Receive,Rebre,
Ref. / Cheque No.,Ref. / Xec número.,
Ref. Date,Data Ref.,
Ref. Name,Nom Ref.,
Ref. Type,Tipus Ref.,
Reference Date,Data de la Referencia,
Reference Number,Número de Referencia,
Reference Type,Tipus de Referencia,
Report Error,Informar de l'error,
Report Issue,Informar del problema,
Reports,Informes,
Retained Earnings,Guanys retinguts,
Reverse Chrg.,Pagament revertit.,
Reverted,Revertit,
Review Accounts,Revisar comptes,
Role,Rol,
Root Type,Tipus d'arrel,
Round Off,Arrodoniment desactivat,
Round Off Account,Round Off Account,
Salary,Salari,
Sales,Vendes,
Sales Expenses,Despeses de vendes,
Sales Items,Artícles venuts,
Save,Guardar,
Save Template,Guardar plantilla,
Save as PDF,Guardar com a PDF,
Save as PDF Successful,Guardat com a PDF correctament,
Secured Loans,Préstecs ,
Securities and Deposits,Valors i dipòsits,
Select CoA,Selecciona CoA,
Select File,Selecciona un fitxer,
Select Image,Selecciona una imatge,
Select file,Selecciona un fitxer,
Select folder,Selecciona una carpeta,
Service,Servei,
Set Up Your Workspace,Configura el teu espai de treball,
Set an Import Type,Estableix un tipus d'importació,
Set the display language.,Estableix l'idioma de visualització.,
Set the local code. This is used for number formatting.,Estableix el codi local. Això s'utilitza per formatar nombres.,
Set up your opening balances before performing any accounting entries,Configureu els saldos d'obertura abans de realitzar qualsevol entrada comptable,
Set up your organization,Configura la teva empresa,
Set up your tax templates for your sales or purchase transactions,Configura les plantilles de taxes per a les vendes o compres,
Sets how many digits are shown after the decimal point.,Estableix quants dígits es mostraran després del punt decimal.,
Sets the app-wide date display format.,Estableix el format de visualització de data per a tota l'aplicació.,
Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.,Estableix la precisió interna utilitzada per als càlculs monetaris. Per sobre de 6 hauria de ser suficient per a la majoria de les monedes.,
Settings,Configuració,
Setup,Configuració,
Setup Complete,Configuració completa,
Setup Wizard,Asistent de configuració,
Setup system defaults like date format and display precision,"Configura els valors predeterminats del sistema com la data, el format i la visualització",
Show Me,Mostra'm,
Smallest Currency Fraction Value,Valor de fracció de la divisa més petit,
Softwares,Programari,
Something has gone terribly wrong. Please check the console and raise an issue.,Alguna cosa ha anat molt malament. Comprova la consola i envia un error.,
Source of Funds (Liabilities),Font dels fons (Càrregues),
Standard Chart of Accounts,Diagrama de comptes estàndard,
Start,Inici,
State,Estat,
State Tax,Taxes estatals,
Status,Estat,
Stock Adjustment,Ajust de l'estoc,
Stock Assets,Estoc d'actius,
Stock Expenses,Despeses d'estoc,
Stock In Hand,Estoc disponible,
Stock Liabilities,Càrregues d'estoc,
Stock Received But Not Billed,Estoc rebut però no cobrat,
Submit,Envia,
Submitted,Enviat,
Supplier,Proveïdor,
Supplier Created,Proveïdor creat,
Suppliers,Proveïdors,
Symbol,Símbol,
System,Sistema,
System Settings,Paràmetres del sistema,
System Setup,Ajustaments del sistema,
Tax,Taxes,
Tax Account,Compte de taxes,
Tax Assets,Taxes d'actius,
Tax Detail,Detall de taxes,
Tax ID,Identificador de taxes,
Taxable Value,Valor taxable,
Taxes,Taxes,
Telephone Expenses,Despeses de telefonia,
Template,Plantilla,
Temporary Accounts,Comptes temporals,
Temporary Opening,Obertura temporal,
Terms,Termes,
This Month,Aquest mes,
This Quarter,Aquest trimestre,
This Year,Aquest any,
This action is permanent,Aquesta acció és permanent,
This action is permanent and will cancel the following payment: {0},Aquesta acció és permanent i cancel·larà el següent pagament: {0},
This action is permanent and will cancel the following payments: {0},Aquesta acció és permanent i cancel·larà el següent pagament: {0},
To Account,Al compte,
To Date,A data,
Top Expenses,Despeses més quantioses,
Total Spending,Despeses totals,
Transfer,Transfereix,
Transfer Type,Tipus de transferència,
Travel Expenses,Despeses de viatge,
Trial Balance,Saldo de prova,
Type,Tipus,
Unit Type,Tipus d'unitat,
Unpaid,Per pagar,
Unsecured Loans,Préstecs sense col·lateral,
User Remark,Marca d'usuari,
Utility Expenses,Despeses de serveis,
Value,Valor,
Value missing for {0},Falta el valor de {0},
Welcome to Frappe Books,Benvingut a Frappe Books,
Write Off,Sinistre,
Write Off Account,Compte de sinistres i reemborsaments,
Write Off Account not set. Please set Write Off Account in General Settings,El compte de sinistres i reemborsaments no s'ha configurat. Confura'l a Ajustaments Generals,
Write Off Entry,Entrada de sinistre o reemborsament,
Yearly,Anual,
Yes,Sí,
