Creating Items and Parties,Öğeler ve Taraflar Oluşturma,
Creating Journal Entries,Günlük Girişleri Oluşturma,
Creating Purchase Invoices,Satınalma Faturaları Oluşturma,
Credit,Kredi,
Credit Card Entry,Kredi Kartı Girişi,
Credit Note,Kredi Notu,
Creditors,Alacaklı,
Currency,Para birimi,
Currency Name,Para Birimi Adı,
Current,Şimdiki,
Current Assets,Dönen Varlıklar,
Current Liabilities,Cari Borçlar,
Custom Hex,Özel Altıgen,
Customer,Müşteri,
Customer Created,Müşteri Oluşturuldu,
Customer Currency,Müşteri Para Birimi,
Customers,Müşteriler,
Customize your invoices by adding a logo and address details,Logo ve adres bilgilerini ekleyerek faturalarınızı özelleştirin,
Dashboard,Gösterge paneli,
Database file: {0},Veritabanı dosyası: {0},
Date,Tarih,
Date Format,Tarih Biçimi,
Day,Gün,
Debit,Banka,
Debit Note,Borç Notu,
Debtors,Borçlu,
Default Account,Varsayılan Hesap,
Delete,Silmek,
Delete {0}?,{0} silinsin mi?,
Depreciation,Yıpranma,
Depreciation Entry,Amortisman Girişi,
Description,Tanım,
Details,Detaylar,
Direct Expenses,Doğrudan Giderler,
Direct Income,Doğrudan Gelir,
Display Logo in Invoice,Logoyu Faturada Görüntüleme,
Display Precision,Ekran Hassasiyeti,
Display Precision should have a value between 0 and 9.,Ekran Hassasiyeti 0 ile 9 arasında bir değere sahip olmalıdır.,
Dividends Paid,Ödenen Temettüler,
Docs,Doküman,
Documentation,Belge,
Does Not Contain,Içermez,
Dr.,Dr.,
Draft,Taslak,
Duplicate,Çiftleme,
Duties and Taxes,Görev ve Vergiler,
Earnest Money,pey akçesi,
Electronic Equipments,Elektronik Ekipmanlar,
Email,E-posta,
Email Address,E-Posta Adresi,
Empty,Boş,
Enter Country to load States,Devletleri yüklemek için Ülkeyi girin,
Enter State,Durumu Girin,
Entertainment Expenses,Eğlence Giderleri,
Entry No,Giriş No,
Entry Type,Giriş Türü,
Equity,Özkaynak,
Error,Hata,
Exchange Gain/Loss,Değişim Kazancı / Kaybı,
Exchange Rate,döviz,
Excise Entry,ÖTV Girişi,
Expense,Gider,
Expense Account,Gider Hesabı,
Expenses,Masraflar,
Expenses Included In Valuation,Değerlemeye Dahil Edilen Giderler,
Export,İhracat,
Export Failed,Dışa Aktarma Başarısız Oldu,
Export Successful,İhracat Başarılı,
Fax,Faks,
Field,Alan,
Fieldname,Alanadı,
Filter,Filtre,
Fiscal Year,Mali Yıl,
Fiscal Year End Date,Mali Yıl Bitiş Tarihi,
Fiscal Year Start Date,Mali Yıl Başlangıç Tarihi,
Fixed Asset,Demirbaş,
Fixed Assets,Demirbaş,
Font,Yazı,
Fraction,Kesir,
Fraction Units,Kesir Birimleri,
Freight and Forwarding Charges,Nakliye ve Nakliye Ücretleri,
From Account,Hesaptan,
From Date,Tarihten itibaren,
From Year,Yıldan İtibaren,
Full Name,tam adı,
Furnitures and Fixtures,Mobilya ve Demirbaşlar,
GSTIN No.,GSTIN Yok.,
GSTR1,GSTR1NAME,
GSTR2,GSTR2COMMENT,
Gain/Loss on Asset Disposal,Varlık Elden Çıkarmada Kazanç/ Kayıp,
General,Genel,
General Ledger,Kebir,
Get Started,Başla,
Gram,Gramlık,
Grand Total,Genel Toplam,
Greater Than,Daha büyük,
Green,Yeşil,
Group By,Gruplandır,
HSN/SAC,HSN/SAC,
HSN/SAC Code,HSN/SAC Kodu,
Half Yearly,Yarım Yıllık,
Half Years,Yarım Yıl,
Hex Value,Onaltılık Değer,
Hide Get Started,Gizle Başla,
Hide Group Amounts,Grup Tutarlarını Gizle,
Hides the Get Started section from the sidebar. Change will be visible on restart or refreshing the app.,"Kenar çubuğundan Başlarken bölümünü gizler. Değişiklik, uygulamayı yeniden başlattığınızda veya yenilediğinizde görünür olacaktır.",
Hour,Saat,
INR,INR,
Image,Görüntü,
Import Data,Verileri İçe Aktar,
Import Type,İçe Aktarma Türü,
Include Cancelled,İptal Edilenleri Dahil Et,
Income,Gelir,
Income Account,Gelir Hesabı,
Indigo,Çivit,
Indirect Expenses,Dolaylı Giderler,
Indirect Income,Dolaylı Gelir,
Inflow,Giriş,
Instance Id,Örnek Kimliği,
Intergrated Tax,Entegre Vergi,
Internal Precision,İç Hassasiyet,
Invalid value {0} for {1},{1} için geçersiz değer $ {0},
Investments,Yatırımlar,
Invoice,Fatura,
Invoice Created,Fatura Oluşturuldu,
Invoice Date,Fatura Tarihi,
Invoice No,Fatura No,
Invoice No.,Fatura No.,
Invoice Value,Fatura Değeri,
Invoices,Faturalandırıyor,
Is,Oluyor,
Is Empty,Boş,
Is Group,Grup mu,
Is Not,Değil,
Is Not Empty,Boş Değil,
Item,Öğe,
Item Description,Ürün Açıklaması,
Item Name,Öğe Adı,
Items,Öğeler,
John Doe,John Doe,
Journal Entries,Günlük Girişleri,
Journal Entry,Günlük Girişi,
Journal Entry Account,Günlük Giriş Hesabı,
Kg,Kiloluk,
Language,Dil,
Left Index,Sol Dizin,
Legal Expenses,Yasal Giderler,
Less Than,daha,
Liability,Yükümlülük,
List,Liste,
Loading Report...,Rapor Yükleniyor...,
Loading...,Yükleniyor...,
Loans (Liabilities),Krediler (Borçlar),
Loans and Advances (Assets),Krediler ve Avanslar (Varlıklar),
Locale,Yerel,
Logo,Logo,
Make Entry,Giriş Yap,
"Mar 23, 2022",23.03.2022,
Marketing Expenses,Pazarlama Giderleri,
Meter,Metre,
Miscellaneous Expenses,Çeşitli Giderler,
Modified,Modifiye,
Modified By,Tarafından değiştirildi,
Monthly,Aylık,
Months,Aylar,
Name,İsim,
Navigate,Gitmek,
Net Total,Net Toplam,
New {0},Yeni {0},
New Account,Yeni Hesap,
No,Hayır,
No Values to be Displayed,Görüntülenecek Değer Yok,
No entries found,Hiçbir girdi bulunamadı,
No expenses in this period,Bu dönemde masraf yok,
No filters selected,Filtre seçilmedi,
No results found,Sonuç bulunamadı,
No transactions yet,Henüz işlem yok,
None,Hiçbiri,
Notes,Notlar,
Number Series,Sayı Serisi,
Number of {0},{0} sayısı,
Office Equipments,Ofis Ekipmanları,
Office Maintenance Expenses,Ofis Bakım Giderleri,
Office Rent,Ofis Kiralama,
Onboarding Complete,Onboarding Tamamlandı,
Open Folder,Klasörü Aç,
Opening (Cr),Açılış (Cr),
Opening (Dr),Açılış (Dr),
Opening Balance Equity,Açılış Bakiyesi Özkaynakları,
Opening Balances,Açılış Bakiyeleri,
Opening Entry,Giriş Açılıyor,
Orange,Portakal,
Organisation,Örgüt,
Outflow,Dışarı akma,
Outstanding Amount,Ödenmemiş Tutar,
Pad Zeros,Ped Sıfırları,
Page,Sayfa,
Paid,Ödenmiş,
Parent,Ebeveyn,
Parent Account,Ana Hesap,
Party,Taraf,
Patch Run,Yama Çalışması,
Pay,Ödemek,
Payable,Ödenebilir,
Payment,Ödeme,
Payment For,İçin ödeme,
Payment Method,Ödeme Yöntemi,
Payment No,Ödeme No,
Payment Reference,Ödeme Referansı,
Payment Type,Ödeme Şekli,
Payment amount cannot be {0}.,Ödeme tutarı {0} olamaz.,
Payment amount cannot be less than zero.,Ödeme tutarı sıfırdan az olamaz.,
Payment amount cannot exceed {0}.,Ödeme tutarı {0} değerini geçemez.,
Payment amount: {0} should be greater than 0.,Ödeme tutarı: {0} 0'dan büyük olmalıdır.,
Payment amount: {0} should be less than Outstanding amount: {1}.,Ödeme tutarı: {0} Ödenmemiş tutardan az olmalıdır: {1}.,
Payments,Ödemeler,
Payroll Payable,Ödenecek Bordro,
Periodicity,Periyodik olarak tekrarlanma,
Phone,Telefon,
Pink,Pembe,
Place,Yer,
Place of supply,Arz yeri,
Plants and Machineries,Tesisler ve Makineler,
Please Wait,Lütfen Bekleyin,
Please select a valid reference type.,Lütfen geçerli bir referans türü seçin.,
Postal Code,posta Kodu,
Postal Expenses,Posta Giderleri,
Posting Date,Kayıt Tarihi,
Prefix,Önek,
Prime Bank,Başbakan Bankası,
Print,Yazdırma,
Print Settings,Yazdırma Ayarları,
Print and Stationery,Baskı ve Kırtasiye,
Product,Ürün,
Profit And Loss,Kar ve Zarar,
Profit and Loss,Kar ve Zarar,
Purchase,Satın alma,
Purchase Invoice,Satınalma Faturası,
Purchase Invoice Item,Satınalma Faturası Kalemi,
Purchase Invoices,Satınalma Faturaları,
Purchase Item Created,Satınalma Öğesi Oluşturuldu,
Purchase Items,Ürün Satın Alma,
Purchase Payments,Satın Alma Ödemeleri,
Purchases,Alımlar,
Purple,Mor,
Quantity,Miktar,
Quarterly,Üç aylık,
Quarters,Konut,
Rate,Oran,
Rate ({0}) cannot be less zero.,Oran ({0}) daha az sıfır olamaz.,
Rate can't be negative.,Oran negatif olamaz.,
Receivable,Alacak,
Receive,Almak,
Red,Kırmızı,
Ref Name,Hakem Adı,
Ref Type,Ref Türü,
Ref. / Cheque No.,İlan. / Çek No.,
Ref. Date,İlan. Tarih,
Ref. Name,İlan. İsim,
Ref. Type,İlan. Tip,
Reference,Referans,
Reference Date,Başvuru Tarihi,
Reference Number,Referans Numarası,
Reference Type,Referans Türü,
Report,Bildiri,
Report Error,Hata Bildir,
Report Issue,Rapor Sorunu,
Reports,Rapor,
Retained Earnings,Elde Tutulan Kazançlar,
Reverse Chrg.,Chrg'yi tersine çevir.,
Reverted,Döndürüyordu,
Reverts,Döndürüyor,
Review Accounts,Hesapları Gözden Geçirme,
"Review your chart of accounts, add any account or tax heads as needed","Hesap çizelgenizi gözden geçirin, gerektiğinde herhangi bir hesap veya vergi müdürü ekleyin",
Right Index,Sağ Dizin,
Role,Rol,
Root Type,Kök Türü,
Round Off,tamamlamak,
Round Off Account,Hesabı Yuvarla,
Salary,Maaş,
Sales,Satışlar,
Sales Expenses,Satış Giderleri,
Sales Invoice,Satış Faturası,
Sales Invoice Item,Satış Fatura Kalemi,
Sales Invoices,Satış Faturaları,
Sales Item Created,Oluşturulan Satış Kalemi,
Sales Items,Satış Kalemleri,
Sales Payments,Satış Ödemeleri,
Save,Kaydetmek,
Save Template,Şablonu Kaydet,
Save as PDF,PDF olarak kaydet,
Save as PDF Successful,PDF olarak kaydet Başarılı,
Secured Loans,Teminatlı Krediler,
Securities and Deposits,Menkul Kıymetler ve Mevduatlar,
Select,Seçmek,
Select CoA,Coa'yı seçin,
Select Color,Renk Seç,
Select Country,Ülke Seç,
Select File,Dosya Seç,
Select Image,Resim Seç,
Select file,Dosya seç,
Select folder,Klasör seç,
Service,Hizmet,
Set Up Your Workspace,Çalışma Alanınızı Ayarlama,
Set an Import Type,İçe Aktarma Türünü Ayarlama,
Set the display language.,Ekran dilini ayarlayın.,
Set the local code. This is used for number formatting.,Yerel kodu ayarlayın. Bu sayı biçimlendirmesi için kullanılır.,
"Set up your company information, email, country and fiscal year","Şirket bilgilerinizi, e-postanızı, ülkenizi ve mali yılınızı ayarlayın",
Set up your opening balances before performing any accounting entries,Herhangi bir muhasebe girdisi gerçekleştirmeden önce açılış bakiyelerinizi ayarlama,
Set up your organization,Kuruluşunuzu kurun,
Set up your tax templates for your sales or purchase transactions,Satış veya satın alma işlemleriniz için vergi şablonlarınızı ayarlama,
Sets how many digits are shown after the decimal point.,Ondalık noktadan sonra kaç basamak gösterileceğini ayarlar.,
Sets the app-wide date display format.,Uygulama genelinde tarih görüntüleme biçimini ayarlar.,
Sets the internal precision used for monetary calculations. Above 6 should be sufficient for most currencies.,Parasal hesaplamalar için kullanılan iç hassasiyeti ayarlar. Çoğu para birimi için 6'nın üzerinde yeterli olmalıdır.,
Setting Up Instance,Örnek Kurma,
Settings,Ayarlar,
Setup,Kurulum,
Setup Complete,Kurulum Tamamlandı,
Setup Wizard,Kurulum Sihirbazı,
Setup system defaults like date format and display precision,Tarih biçimi ve görüntü hassasiyeti gibi sistem varsayılanlarını ayarlama,
Show Me,göster bana,
Single Value,Tek Değer,
Smallest Currency Fraction Value,En Küçük Para Birimi Kesir Değeri,
Softwares,Yazılımlar,
Something has gone terribly wrong. Please check the console and raise an issue.,Bir şeyler çok ters gitti. Lütfen konsolu kontrol edin ve bir sorun yaratın.,
Source of Funds (Liabilities),Fon Kaynağı (Yükümlülükler),
Standard Chart of Accounts,Standart Hesap Planı,
Start,Başlamak,
State,Devlet,
State Tax,Devlet Vergisi,
Status,Durum,
Stock,Stok,
Stock Adjustment,Stok Ayarı,
Stock Assets,Stok Varlıkları,
Stock Expenses,Stok Giderleri,
Stock In Hand,Eldeki Stok,
Stock Liabilities,Hisse Senedi Yükümlülükleri,
Stock Received But Not Billed,Stok Alındı Ancak Faturalandırılmadı,
Submit,Sunmak,
Submitted,Gönderilen,
Supplier,Tedarikçi,
Supplier Created,Tedarikçi Oluşturuldu,
Suppliers,Tedarikçiler,
Symbol,Sembol,
System,Sistem,
System Settings,Sistem Ayarları,
System Setup,Sistem Kurulumu,
Tax,Vergi,
Tax Account,Vergi Hesabı,
Tax Assets,Vergi Varlıkları,
Tax Detail,Vergi Detayı,
Tax ID,Vergi Kimliği,
Tax Summary,Vergi Özeti,
Taxable Value,Vergilendirilebilir Değer,
Taxes,Vergiler,
Teal,Çamurcun,
Telephone Expenses,Telefon Giderleri,
Template,Şablon,
Temporary,Geçici,
Temporary Accounts,Geçici Hesaplar,
Temporary Opening,Geçici Açılış,
Terms,Şartlar,
This Month,Bu Ay,
This Quarter,Bu Çeyrek,
This Year,Bu Yıl,
This action is permanent,Bu eylem kalıcıdır,
This action is permanent and will cancel the following payment: {0},Bu işlem kalıcıdır ve aşağıdaki ödemeyi iptal eder: {0},
This action is permanent and will cancel the following payments: {0},Bu işlem kalıcıdır ve aşağıdaki ödemeleri iptal eder: {0},
This action is permanent and will delete associated ledger entries.,Bu eylem kalıcıdır ve ilişkili defter girdilerini siler.,
This action is permanent.,Bu eylem kalıcıdır.,
Times New Roman,Times New Roman,
To Account,açıklamak,
To Account and From Account can't be the same: {0},Hesaba ve Hesaptan aynı olamaz: $ {0},
To Date,çıkmak,
To Year,Yıl için,
Top Expenses,En Yüksek Giderler,
Total,Toplam,
Total Asset (Debit),Toplam Aktif (Borç),
Total Debit: {0} must be equal to Total Credit: {1},Toplam Borç: {0} Toplam Krediye eşit olmalıdır: {1},
Total Equity (Credit),Toplam Özkaynak (Kredi),
Total Expense (Debit),Toplam Gider (Borç),
Total Income (Credit),Toplam Gelir (Kredi),
Total Liability (Credit),Toplam Sorumluluk (Kredi),
Total Profit,Toplam Kar,
Total Spending,Toplam Harcama,
Transfer,Aktarma,
Transfer Type,Aktarım Türü,
Travel Expenses,Seyahat Masrafları,
Trial Balance,mizan,
Type,Tip,
Type to search...,Aramak için yazın...,
Unit,Birim,
Unit Type,Birim Türü,
Unpaid,Ödenmemiş,
Unsecured Loans,Teminatsız Krediler,
Until Date,Tarihe kadar,
User Remark,Kullanıcı Açıklaması,
Utility Expenses,Hizmet Giderleri,
Value,Değer,
Value missing for {0},{0} için eksik değer,
Version, Sürüm,
View Purchases,Satın Alımları Görüntüle,
View Sales,Satışları Görüntüle,
Welcome to Frappe Books,Frappe Books'a hoş geldiniz,
Write Off,Askıya Al,
Write Off Account,Hesabı Askıya Al,
Write Off Account not set. Please set Write Off Account in General Settings,Hesab Askıya alınmadı. Lütfen Genel Ayarlar'da Hesap Kapatma ayarını yapın,
Write Off Entry,Kayıt Dışı Giriş,
Yearly,Yıllık,
Years,Yıllar,
Yellow,Sarı,
Yes,Evet,
